...1	Bin ID	Bin Quality	Bin Lineage	Domain	Phylum	Class	Order	Family	Genus	Bin Methods	Created By	Date Added	Completeness	Contamination	Total Number of Bases	5s rRNA	16s rRNA	23s rRNA	tRNA Genes	Gene Count	Scaffold Count
NA	3300050821_1935	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	94.25	1.64	4576630	1	0	1	40	4463	405
NA	3300050821_2065	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	60.69	0.49	3929081	0	0	0	28	3641	433
NA	3300050821_2192	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	74.32	1.72	3908279	0	0	0	29	3594	284
NA	3300050821_2229	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	57.09	0.25	2721305	0	0	0	13	2624	301
NA	3300050821_2255	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	58.15	0.99	2052450	0	0	0	13	2070	314
NA	3300050821_2337	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	77.92	1.97	4896713	0	0	0	13	4434	454
NA	3300050821_2544	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	90.04	1.72	3575682	1	0	0	33	3429	269
NA	3300050821_2637	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	64.09	0.74	3044310	1	0	1	10	2881	333
NA	3300050821_2814	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	75.63	0.49	4038627	0	0	0	18	3716	360
NA	3300050821_476	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	97.04	1.48	6162674	1	0	1	53	5376	70
NA	3300050821_50	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	90.64	2.38	4994700	1	1	0	37	4660	302
NA	3300050821_518	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	83.99	1	3730799	0	0	0	30	3574	216
NA	3300050821_644	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	94.78	1.51	5245150	1	0	0	38	4522	66
NA	3300050821_971	MQ	Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 UBA8621	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.76	1.11	3303665	0	1	0	13	3102	397
NA	3300050821_503	MQ	Bacteria; Bacteroidetes	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 LD1	 Bog-950	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	53.35	0	2509950	0	0	0	23	2651	398
NA	3300050821_22	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 ELB16-189	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.19	1.25	2221182	0	0	0	15	2222	284
NA	3300050821_105	HQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	99.26	1.34	3641197	1	1	1	33	3231	57
NA	3300050821_1339	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	60.75	1.29	2349895	0	0	0	16	2395	326
NA	3300050821_2288	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	74.45	1.14	2886623	1	0	0	26	2954	369
NA	3300050821_2365	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	78.74	1.49	3118429	0	0	0	19	3072	347
NA	3300050821_330	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	98.81	0.3	3526139	1	0	1	33	3168	59
NA	3300050821_784	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	71.21	0	3412638	1	1	0	19	3312	373
NA	3300050821_1210	HQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Cytophaga	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	 Cytophaga	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	99.7	0	3874787	2	1	1	34	3391	9
NA	3300050821_2807	MQ	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Cytophaga	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cytophagaceae	 Cytophaga	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	74.86	0	2366732	1	0	1	16	2369	308
NA	3300050821_1368	MQ	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	75.78	2.59	5853542	0	0	0	33	5848	498
NA	3300050821_1442	MQ	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	97.94	1.67	4061559	2	2	0	39	3743	25
NA	3300050821_2623	MQ	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; Mucilaginibacter gotjawali	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	64.81	0	4855070	3	1	0	36	4862	567
NA	3300050821_9	MQ	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; Pedobacter sp. OK701	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	87.35	1.67	5876198	1	0	0	42	5351	454
NA	3300050821_1736	MQ	Bacteria	Bacteria	 Bacteroidota	 Kapabacteria	 Palsa-1295	 Palsa-1295	 PALSA-1295	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	53.45	0	1806214	0	1	1	22	1808	171
NA	3300050821_107	HQ	Bacteria	Bacteria	 Bacteroidota	 Kapabacteria	 Palsa-1295	 Palsa-1295	 PALSA-1296	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	98.07	1.64	3659301	1	1	2	46	3278	23
NA	3300050821_1508	MQ	Bacteria	Bacteria	 Chloroflexota	 Ellin6529	 CSP1-4	 CSP1-4	 Palsa-1033	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.94	0	1543268	0	0	0	23	1696	247
NA	3300050821_2162	MQ	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales	Bacteria	 Chloroflexota	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.36	3.96	4968490	2	4	2	41	4534	454
NA	3300050821_111	MQ	Bacteria	Bacteria	 Dependentiae	 Babeliae	 Babeliales	NA	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	84.77	0.1	1138126	1	1	1	38	1151	11
NA	3300050821_344	MQ	NA	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	51.75	0	944928	0	1	0	26	1060	56
NA	3300050821_522	MQ	NA	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	87.64	0.56	1240586	1	1	1	35	1285	16
NA	3300050821_112	MQ	Bacteria	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 SOIL31	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	56.91	0.81	1073498	1	1	2	36	1062	6
NA	3300050821_1901	MQ	NA	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 SOIL31	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	50.41	0.81	931765	0	1	0	30	1003	55
NA	3300050821_243	MQ	Bacteria	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 SOIL31	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	59.22	3.16	1162314	0	0	0	34	1223	61
NA	3300050821_297	MQ	Bacteria	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 SOIL31	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	51.72	0	704041	1	0	1	20	766	100
NA	3300050821_10	MQ	NA	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	79.19	0	3079213	0	0	0	25	2984	152
NA	3300050821_1054	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	80.07	1.17	2606771	0	0	0	28	2811	339
NA	3300050821_1108	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	92.27	1.68	3247358	0	0	0	34	3228	173
NA	3300050821_119	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	51.28	5.46	3884334	0	0	0	24	4626	501
NA	3300050821_1575	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	58.43	1.68	2812652	0	0	0	27	3062	367
NA	3300050821_1585	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	70.69	0	3404356	1	0	1	26	3566	347
NA	3300050821_1887	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	62.34	0.84	4207772	0	0	0	29	4176	497
NA	3300050821_2564	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	83.42	5.88	4148114	0	1	0	44	4231	346
NA	3300050821_2692	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	80.34	0	4749667	0	0	0	37	5080	395
NA	3300050821_339	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	62.07	1.72	4501460	0	0	0	27	4792	469
NA	3300050821_37	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	88.29	2.57	4668355	1	0	0	36	4852	270
NA	3300050821_371	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	93.22	1.89	5018362	0	0	0	44	5145	341
NA	3300050821_812	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	72.59	0	4304218	0	0	0	35	4580	387
NA	3300050821_2304	MQ	Bacteria	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	 Binatus	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	62.12	2.58	2364161	0	0	0	13	2601	358
NA	3300050821_651	MQ	NA	Bacteria	 Desulfobacterota_B	 Binatia	 Binatales	 Binataceae	 Binatus	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	93.18	2.52	4355259	1	0	0	49	4206	34
NA	3300050821_2517	MQ	NA	Bacteria	 Dormibacterota	 Dormibacteria	 CF-121	NA	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	93.06	0	2690201	1	0	1	41	2633	39
NA	3300050821_1504	MQ	Bacteria	Bacteria	 Dormibacterota	 Dormibacteria	 Dormibacterales	 Dormibacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	88.89	1.85	4170471	1	0	0	32	4505	484
NA	3300050821_2717	MQ	Bacteria	Bacteria	 Dormibacterota	 Dormibacteria	 Dormibacterales	 Dormibacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	77.41	0	2339793	1	0	0	32	2603	239
NA	3300050821_752	MQ	Bacteria	Bacteria	 Dormibacterota	 Dormibacteria	 Dormibacterales	 Dormibacteraceae	 CF-161	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.51	5.2	7165257	1	1	1	65	7562	669
NA	3300050821_45	MQ	Bacteria	Bacteria	 Dormibacterota	 Dormibacteria	 Dormibacterales	 Dormibacteraceae	 Palsa-872	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.92	0	2875929	1	0	0	46	3133	177
NA	3300050821_1458	HQ	Bacteria	Bacteria	 Dormibacterota	 Dormibacteria	 UBA8260	 UBA8260	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	96.76	1.85	3536055	1	1	1	46	3345	31
NA	3300050821_113	HQ	NA	Bacteria	 Eremiobacterota	 Eremiobacteria	 Eremiobacterales	 Eremiobacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	99.07	0	3018426	1	1	1	49	2859	6
NA	3300050821_1237	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 Eremiobacterales	 Eremiobacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	67.87	0	2126746	0	1	0	27	2255	264
NA	3300050821_247	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 Eremiobacterales	 Eremiobacteraceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	67.13	1.03	1752061	0	0	0	20	1905	275
NA	3300050821_2819	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	52.17	0.93	1418693	0	0	0	14	1578	237
NA	3300050821_1069	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 Palsa-1483	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.43	0	1680901	1	0	1	44	1904	263
NA	3300050821_1236	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 Palsa-1483	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	87.9	0	2294916	1	1	0	27	2434	183
NA	3300050821_2323	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 Palsa-1483	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	55.84	0	1580507	0	0	0	20	1768	229
NA	3300050821_2382	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 Palsa-1483	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	53.11	0	1473477	0	0	0	14	1593	214
NA	3300050821_412	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 Palsa-1483	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	77.68	0	2300292	0	0	0	27	2458	255
NA	3300050821_1513	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 PALSA-1484	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	66.96	0	2079058	0	0	0	41	2381	289
NA	3300050821_1545	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 PALSA-1484	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	73.61	1.85	2065854	0	0	0	37	2391	300
NA	3300050821_2436	MQ	Bacteria	Bacteria	 Eremiobacterota	 Eremiobacteria	 UBP12	 UBA5184	 PALSA-1529	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	83.97	0	2396534	1	1	1	39	2602	262
NA	3300050821_1338	HQ	NA	Bacteria	 FCPU426	NA	NA	NA	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	94.38	1.12	2592276	1	1	1	44	2513	20
NA	3300050821_1227	MQ	Bacteria	Bacteria	 FCPU426	NA	NA	NA	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	68.54	0	2124519	0	0	0	27	2195	218
NA	3300050821_746	MQ	Bacteria	Bacteria	 FCPU426	NA	NA	NA	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	77.59	1.12	2732067	0	0	0	36	2617	159
NA	3300050821_2586	MQ	Bacteria	Bacteria	 FCPU426	 Palsa-1180	 Palsa-1180	 Palsa-1180	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	56.55	0	1830931	0	0	0	23	1901	214
NA	3300050821_139	MQ	Bacteria	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.31	0	2948626	0	0	0	19	3112	427
NA	3300050821_656	MQ	Bacteria	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	86.9	3.3	5049196	0	0	0	48	5096	287
NA	3300050821_1377	MQ	Bacteria; Gemmatimonadetes	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Fen-1231	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	50.74	0	1845447	0	0	0	19	1869	293
NA	3300050821_2398	MQ	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Fen-1231	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	52.41	0	2913782	1	0	0	24	2855	376
NA	3300050821_258	MQ	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Fen-1231	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.4	2.2	2331789	0	0	0	16	2292	329
NA	3300050821_1740	MQ	Bacteria	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Palsa-1248	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	75.02	3.95	3939420	0	0	0	30	3820	531
